 193 193101 2 1 1 0 0 0
 193 193101 2 1 3 0 0 0
 193 193101 3 1 0 0 0 0
 193 193101 2 1 3 0 0 0
 193 193101 1 1 1 0 0 0
 193 193101 2 1 2 0 0 0
 193 193101 4 1 3 0 0 0
 193 193101 2 1 3 0 0 0
 193 193101 3 1 3 0 0 0
 193 193101 3 1 1 0 0 0
 193 193101 1 1 5 0 0 0
 193 193101 2 1 1 0 0 0
 193 193101 1 1 3 0 0 0
 193 193101 2 1 2 0 0 0
 193 193101 1 1 0 0 0 0
 193 193101 4 1 3 0 0 0
 193 193101 3 1 4 0 0 0
 193 193101 5 1 2 0 0 0
 193 193101 4 1 2 0 0 0
 193 193101 1 1 3 0 0 0
 193 193101 3 1 2 0 0 0
 193 193101 3 1 3 0 0 0
 193 193101 2 1 1 0 0 0
 193 193101 4 1 2 0 0 0
 193 193101 3 1 0 0 0 0
 193 193101 2 1 3 0 0 0
 194 194101 1 1 3 0 0 0
 194 194101 2 1 1 0 0 0
 194 194101 3 1 2 0 0 0
 194 194101 3 1 2 0 0 0
 194 194101 1 1 0 0 0 0
 194 194101 3 1 0 0 0 0
 194 194101 2 1 4 0 0 0
 194 194101 2 1 2 0 0 0
 194 194101 3 1 1 0 0 0
 194 194101 2 1 1 0 0 0
 194 194101 1 1 1 0 0 0
 194 194102 3 1 2 0 0 0
 194 194102 4 1 4 0 0 0
 194 194102 3 1 4 0 0 0
 194 194102 3 1 2 0 0 0
 194 194102 0 1 0 0 0 0
 194 194102 4 1 4 0 0 0
 194 194102 2 1 4 0 0 0
 194 194102 3 1 2 0 0 0
 194 194102 2 1 0 0 0 0
 194 194102 2 1 4 0 0 0
 194 194103 2 1 2 0 0 0
 194 194103 2 1 2 0 0 0
 194 194103 2 1 2 0 0 0
 194 194103 0 1 2 0 0 0
 194 194103 5 1 3 0 0 0
 194 194103 0 1 2 0 0 0
 194 194103 4 1 2 0 0 0
 194 194103 0 1 0 0 0 0
 194 194103 4 1 0 0 0 0
 194 194103 2 1 2 0 0 0
 194 194103 1 1 1 0 0 0
 194 194103 1 1 3 0 0 0
 194 194103 0 1 2 0 0 0
 194 194103 1 1 5 0 0 0
 194 194103 1 1 1 0 0 0
 194 194104 1 1 1 0 0 0
 194 194104 4 1 4 0 0 0
 194 194104 4 1 3 0 0 0
 194 194104 4 1 3 0 0 0
 194 194104 3 1 1 0 0 0
 194 194104 4 1 5 0 0 0
 194 194104 2 1 1 0 0 0
 194 194104 3 1 4 0 0 0
 194 194104 1 1 2 0 0 0
 194 194104 1 1 2 0 0 0
 194 194104 1 1 2 0 0 0
 194 194104 3 1 2 0 0 0
 194 194105 2 1 2 0 0 0
 194 194105 2 1 2 0 0 0
 194 194105 1 1 2 0 0 0
 194 194105 2 1 3 0 0 0
 194 194105 2 1 2 0 0 0
 194 194105 2 1 4 0 0 0
 194 194105 5 1 3 0 0 0
 194 194105 4 1 0 0 0 0
 194 194105 1 1 0 0 0 0
 194 194105 5 1 1 0 0 0
 194 194105 3 1 2 0 0 0
 194 194105 2 1 1 0 0 0
 194 194106 2 1 3 0 0 0
 194 194106 2 1 2 0 0 0
 194 194106 5 1 2 0 0 0
 194 194106 4 1 2 0 0 0
 194 194106 4 1 5 0 0 0
 194 194106 5 1 3 0 0 0
 194 194106 5 1 3 0 0 0
 194 194106 3 1 3 0 0 0
 194 194106 0 1 1 0 0 0
 194 194106 5 1 2 0 0 0
 196 196101 4 1 3 1 0 0
 196 196101 4 1 3 1 0 0
 196 196101 2 1 4 1 0 0
 196 196101 4 1 5 1 0 0
 196 196101 3 1 1 1 0 0
 196 196101 2 1 2 1 0 0
 196 196101 4 1 4 1 0 0
 196 196101 1 1 2 1 0 0
 196 196101 4 1 4 1 0 0
 196 196101 2 1 1 1 0 0
 196 196101 4 1 2 1 0 0
 196 196101 4 1 3 1 0 0
 196 196101 3 1 2 1 0 0
 196 196101 3 1 4 1 0 0
 196 196101 1 1 3 1 0 0
 196 196101 5 1 2 1 0 0
 196 196101 3 1 2 1 0 0
 196 196101 3 1 2 1 0 0
 196 196101 3 1 3 1 0 0
 196 196101 3 1 2 1 0 0
 196 196101 3 1 3 1 0 0
 196 196102 4 1 4 1 0 0
 196 196102 3 1 3 1 0 0
 196 196102 3 1 3 1 0 0
 196 196102 3 1 0 1 0 0
 196 196102 2 1 0 1 0 0
 196 196102 4 1 3 1 0 0
 196 196102 4 1 4 1 0 0
 196 196102 4 1 2 1 0 0
 196 196102 3 1 0 1 0 0
 196 196102 4 1 1 1 0 0
 197 197101 5 1 2 0 0 0
 197 197101 2 1 1 0 0 0
 197 197101 5 1 2 0 0 0
 197 197101 2 1 2 0 0 0
 197 197101 2 1 3 0 0 0
 197 197101 3 1 4 0 0 0
 197 197101 2 1 1 0 0 0
 197 197101 1 1 1 0 0 0
 197 197101 3 1 3 0 0 0
 197 197101 0 1 0 0 0 0
 197 197101 1 1 1 0 0 0
 197 197101 1 1 3 0 0 0
 197 197101 4 1 3 0 0 0
 197 197101 5 1 5 0 0 0
 197 197101 2 1 0 0 0 0
 197 197101 3 1 4 0 0 0
 197 197101 2 1 3 0 0 0
 197 197102 4 1 1 0 0 0
 197 197102 1 1 0 0 0 0
 197 197102 1 1 2 0 0 0
 197 197102 6 1 4 0 0 0
 197 197102 2 1 2 0 0 0
 197 197102 5 1 3 0 0 0
 197 197102 3 1 3 0 0 0
 197 197102 1 1 3 0 0 0
 197 197102 4 1 3 0 0 0
 197 197102 2 1 1 0 0 0
 197 197102 2 1 3 0 0 0
 197 197102 1 1 2 0 0 0
 197 197102 1 1 2 0 0 0
 197 197102 3 1 3 0 0 0
 197 197102 2 1 2 0 0 0
 197 197102 1 1 2 0 0 0
 197 197102 1 1 2 0 0 0
 197 197102 1 1 1 0 0 0
 197 197102 1 1 2 0 0 0
 197 197103 4 1 0 0 0 0
 197 197103 3 1 1 0 0 0
 197 197104 1 1 1 0 0 0
 197 197104 3 1 2 0 0 0
 197 197104 4 1 1 0 0 0
 197 197104 2 1 2 0 0 0
 198 198101 2 1 1 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 5 1 4 1 1 1
 198 198101 3 1 1 1 1 1
 198 198101 5 1 3 1 1 1
 198 198101 3 1 5 1 1 1
 198 198101 1 1 3 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 3 1 3 1 1 1
 198 198101 4 1 3 1 1 1
 198 198101 1 1 3 1 1 1
 198 198101 0 1 0 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 4 1 3 1 1 1
 198 198101 1 1 3 1 1 1
 198 198101 4 1 3 1 1 1
 198 198101 2 1 1 1 1 1
 198 198101 4 1 2 1 1 1
 198 198101 1 1 5 1 1 1
 198 198102 3 1 3 1 1 1
 198 198102 2 1 2 1 1 1
 198 198102 4 1 1 1 1 1
 198 198102 3 1 0 1 1 1
 198 198102 4 1 3 1 1 1
 198 198102 4 1 2 1 1 1
 198 198102 2 1 1 1 1 1
 198 198102 2 1 0 1 1 1
 198 198102 2 1 1 1 1 1
 198 198102 1 1 2 1 1 1
 198 198102 1 1 2 1 1 1
 198 198102 4 1 2 1 1 1
 198 198102 2 1 1 1 1 1
 198 198102 2 1 1 1 1 1
 198 198102 1 1 3 1 1 1
 198 198102 2 1 2 1 1 1
